pm2_5,city,co,pm10,level,o3,spider,so2,crawl_time,date,aqi,no2
54,,1.2,114,良,160,aqi_redisspider,28,2018-11-28 17:27:23.540000,2014-07-15,100,32
65,,1.4,132,良,132,aqi_redisspider,24,2018-11-28 17:27:23.542000,2014-07-16,91,30
45,,1.2,93,良,128,aqi_redisspider,24,2018-11-28 17:27:23.544000,2014-07-17,74,27
37,,0.9,72,良,100,aqi_redisspider,14,2018-11-28 17:27:23.546000,2014-07-18,61,22
141,,2.6,263,中度污染,187,aqi_redisspider,59,2018-11-28 17:27:23.550000,2014-03-29,188,56
178,,2.2,254,重度污染,165,aqi_redisspider,49,2018-11-28 17:27:23.550000,2014-03-30,228,52
87,,1.8,159,轻度污染,167,aqi_redisspider,40,2018-11-28 17:27:23.558000,2014-03-31,115,42
129,,1.3,179,中度污染,167,aqi_redisspider,39,2018-11-28 17:27:23.560000,2015-10-15,170,50
183,,1.6,233,重度污染,188,aqi_redisspider,47,2018-11-28 17:27:23.562000,2015-10-16,233,70
120,,1.3,156,中度污染,192,aqi_redisspider,33,2018-11-28 17:27:23.564000,2015-10-17,158,67
61,,0.8,86,良,120,aqi_redisspider,33,2018-11-28 17:27:23.571000,2015-10-19,83,50
119,,1.6,148,中度污染,68,aqi_redisspider,30,2018-11-28 17:27:23.572000,2015-11-15,156,44
74,,1.3,93,良,71,aqi_redisspider,27,2018-11-28 17:27:23.573000,2015-11-16,99,32
71,,1.3,87,良,66,aqi_redisspider,23,2018-11-28 17:27:23.574000,2015-11-17,95,29
54,,1,69,良,51,aqi_redisspider,20,2018-11-28 17:27:23.578000,2015-11-18,74,28
56,,0.9,73,良,42,aqi_redisspider,32,2018-11-28 17:27:23.582000,2015-11-19,77,33
101,,1.5,123,轻度污染,78,aqi_redisspider,35,2018-11-28 17:27:23.584000,2015-12-21,133,40
137,,1.6,151,中度污染,50,aqi_redisspider,21,2018-11-28 17:27:23.588000,2015-12-22,182,31
63,,1.7,89,良,26,aqi_redisspider,21,2018-11-28 17:27:23.590000,2015-12-23,85,28
70,,0.9,96,良,147,aqi_redisspider,34,2018-11-28 17:27:23.565000,2015-10-18,94,51
60,,1.7,72,良,42,aqi_redisspider,20,2018-11-28 17:27:23.607000,2015-12-24,82,23
103,,1,148,轻度污染,58,aqi_redisspider,22,2018-11-28 17:27:23.613000,2016-01-15,135,33
86,,1,117,轻度污染,58,aqi_redisspider,27,2018-11-28 17:27:23.625000,2016-01-16,114,30
97,,1.5,0,轻度污染,78,aqi_redisspider,27,2018-11-28 17:27:23.627000,2014-04-25,128,58
56,,1.3,132,良,58,aqi_redisspider,46,2018-11-28 17:27:23.629000,2014-04-26,91,52
82,,2.5,198,轻度污染,87,aqi_redisspider,93,2018-11-28 17:27:23.631000,2014-04-27,124,64
94,,2.3,175,轻度污染,100,aqi_redisspider,52,2018-11-28 17:27:23.632000,2014-04-28,124,58
83,,2.1,195,轻度污染,124,aqi_redisspider,57,2018-11-28 17:27:23.634000,2014-04-29,123,54
87,,1.5,201,轻度污染,137,aqi_redisspider,46,2018-11-28 17:27:23.635000,2014-04-30,126,50
94,,2,190,轻度污染,204,aqi_redisspider,56,2018-11-28 17:27:23.637000,2014-05-30,140,62
94,,2.2,179,轻度污染,142,aqi_redisspider,66,2018-11-28 17:27:23.639000,2014-05-31,124,66
66,,0.9,116,良,70,aqi_redisspider,20,2018-11-28 17:27:23.643000,2016-02-21,89,27
62,,0.7,79,良,71,aqi_redisspider,11,2018-11-28 17:27:23.645000,2016-02-22,84,22
82,,1,110,轻度污染,70,aqi_redisspider,16,2018-11-28 17:27:23.648000,2016-02-23,109,31
85,,1.1,109,轻度污染,97,aqi_redisspider,15,2018-11-28 17:27:23.651000,2016-02-24,113,37
67,,0.9,104,良,101,aqi_redisspider,22,2018-11-28 17:27:23.658000,2016-02-25,90,32
70,,1.1,100,轻度污染,164,aqi_redisspider,23,2018-11-28 17:27:23.660000,2014-06-26,104,25
110,,2.2,156,轻度污染,192,aqi_redisspider,36,2018-11-28 17:27:23.662000,2014-06-27,144,50
93,,1.8,161,轻度污染,176,aqi_redisspider,42,2018-11-28 17:27:23.680000,2014-06-28,123,44
36,,0.9,57,良,87,aqi_redisspider,8,2018-11-28 17:27:24.018000,2014-07-19,54,22
40,,1,62,良,132,aqi_redisspider,9,2018-11-28 17:27:24.019000,2014-07-20,77,20
56,,1.2,106,轻度污染,166,aqi_redisspider,12,2018-11-28 17:27:24.021000,2014-07-21,106,30
60,,1.9,0,良,90,aqi_redisspider,37,2018-11-28 17:27:24.031000,2014-07-22,82,45
54,,0.8,87,良,125,aqi_redisspider,30,2018-11-28 17:27:24.034000,2015-10-20,74,50
49,,0.8,81,良,125,aqi_redisspider,28,2018-11-28 17:27:24.036000,2015-10-21,71,47
77,,1,98,轻度污染,130,aqi_redisspider,24,2018-11-28 17:27:24.037000,2015-10-22,103,45
125,,1.3,169,中度污染,123,aqi_redisspider,27,2018-11-28 17:27:24.038000,2015-10-23,165,46
110,,1.2,152,轻度污染,136,aqi_redisspider,32,2018-11-28 17:27:24.042000,2015-10-24,144,42
59,,1,74,良,58,aqi_redisspider,28,2018-11-28 17:27:24.046000,2015-11-20,80,35
55,,1.1,71,良,71,aqi_redisspider,27,2018-11-28 17:27:24.075000,2015-11-21,75,31
95,,2,123,轻度污染,78,aqi_redisspider,35,2018-11-28 17:27:24.081000,2015-12-25,125,31
59,,1.4,79,良,73,aqi_redisspider,30,2018-11-28 17:27:24.082000,2015-12-26,80,39
45,,1.3,64,良,44,aqi_redisspider,18,2018-11-28 17:27:24.084000,2015-12-27,63,23
28,,1,41,优,45,aqi_redisspider,31,2018-11-28 17:27:24.087000,2015-12-28,41,27
202,,1.4,229,重度污染,46,aqi_redisspider,25,2018-11-28 17:27:24.088000,2016-01-17,252,32
139,,1,158,中度污染,42,aqi_redisspider,23,2018-11-28 17:27:24.092000,2016-01-18,185,22
121,,1,136,中度污染,58,aqi_redisspider,29,2018-11-28 17:27:24.095000,2016-01-19,159,26
76,,1,132,轻度污染,87,aqi_redisspider,26,2018-11-28 17:27:24.107000,2016-02-26,102,38
54,,1.2,103,良,121,aqi_redisspider,35,2018-11-28 17:27:24.126000,2014-06-29,77,40
104,,2.2,168,中度污染,225,aqi_redisspider,62,2018-11-28 17:27:24.134000,2014-06-30,160,47
57,,2.3,76,良,113,aqi_redisspider,52,2018-11-28 17:27:24.318000,2014-07-23,78,48
77,,2.4,131,轻度污染,84,aqi_redisspider,64,2018-11-28 17:27:24.319000,2014-07-24,103,53
63,,2,104,轻度污染,183,aqi_redisspider,53,2018-11-28 17:27:24.321000,2014-07-25,121,49
53,,1.7,136,轻度污染,198,aqi_redisspider,35,2018-11-28 17:27:24.323000,2014-07-26,135,42
60,,1.4,129,良,156,aqi_redisspider,22,2018-11-28 17:27:24.327000,2014-07-27,97,31
67,,1,102,良,121,aqi_redisspider,28,2018-11-28 17:27:24.344000,2015-10-25,90,32
32,,1.2,47,优,79,aqi_redisspider,41,2018-11-28 17:27:24.345000,2015-11-22,47,32
17,,0.9,23,优,82,aqi_redisspider,29,2018-11-28 17:27:24.348000,2015-11-23,41,25
20,,0.6,22,优,72,aqi_redisspider,14,2018-11-28 17:27:24.350000,2015-11-24,36,22
56,,0.8,61,良,58,aqi_redisspider,19,2018-11-28 17:27:24.351000,2015-11-25,77,20
63,,0.8,61,良,62,aqi_redisspider,22,2018-11-28 17:27:24.352000,2015-11-26,85,20
39,,0.7,54,良,75,aqi_redisspider,18,2018-11-28 17:27:24.354000,2015-11-27,55,25
51,,1.3,74,良,58,aqi_redisspider,30,2018-11-28 17:27:24.355000,2015-12-29,70,32
86,,1.4,118,轻度污染,59,aqi_redisspider,35,2018-11-28 17:27:24.357000,2015-12-30,114,36
89,,1.4,115,轻度污染,63,aqi_redisspider,44,2018-11-28 17:27:24.358000,2015-12-31,118,37
75,,0.8,100,良,51,aqi_redisspider,24,2018-11-28 17:27:24.362000,2016-01-20,100,18
41,,0.5,49,良,48,aqi_redisspider,14,2018-11-28 17:27:24.363000,2016-01-21,58,19
100,,1,90,轻度污染,62,aqi_redisspider,25,2018-11-28 17:27:24.364000,2016-01-22,132,21
66,,0.6,86,良,57,aqi_redisspider,25,2018-11-28 17:27:24.366000,2016-01-23,89,20
46,,0.5,73,良,65,aqi_redisspider,22,2018-11-28 17:27:24.367000,2016-01-24,64,19
45,,0.6,87,良,92,aqi_redisspider,23,2018-11-28 17:27:24.368000,2016-01-25,69,28
68,,0.9,108,良,68,aqi_redisspider,20,2018-11-28 17:27:24.369000,2016-01-26,92,33
64,,1,97,良,66,aqi_redisspider,26,2018-11-28 17:27:24.370000,2016-01-27,87,31
62,,0.9,112,良,82,aqi_redisspider,23,2018-11-28 17:27:24.372000,2016-02-27,84,37
100,,1.2,127,轻度污染,52,aqi_redisspider,24,2018-11-28 17:27:24.371000,2016-01-28,132,37
97,,1.1,134,轻度污染,95,aqi_redisspider,25,2018-11-28 17:27:24.373000,2016-02-28,128,35
59,,0.8,89,良,95,aqi_redisspider,26,2018-11-28 17:27:24.376000,2016-02-29,80,28
70,,1.5,140,轻度污染,166,aqi_redisspider,22,2018-11-28 17:27:24.636000,2014-07-28,106,35
53,,1.4,100,良,118,aqi_redisspider,15,2018-11-28 17:27:24.644000,2014-07-29,75,26
52,,0.9,74,良,95,aqi_redisspider,26,2018-11-28 17:27:24.645000,2015-10-26,72,36
42,,0.8,83,良,97,aqi_redisspider,26,2018-11-28 17:27:24.648000,2015-10-27,67,42
50,,1,112,良,120,aqi_redisspider,31,2018-11-28 17:27:24.650000,2015-10-28,81,50
89,,1,144,轻度污染,104,aqi_redisspider,35,2018-11-28 17:27:24.652000,2015-10-29,118,54
54,,0.7,82,良,78,aqi_redisspider,25,2018-11-28 17:27:24.655000,2015-10-30,74,32
60,,1.1,86,良,66,aqi_redisspider,31,2018-11-28 17:27:24.657000,2015-11-28,82,44
81,,1.2,115,轻度污染,67,aqi_redisspider,26,2018-11-28 17:27:24.658000,2015-11-29,108,53
168,,2.3,202,重度污染,36,aqi_redisspider,32,2018-11-28 17:27:24.660000,2015-11-30,218,49
70,,0.9,79,良,63,aqi_redisspider,14,2018-11-28 17:27:24.664000,2016-01-29,94,18
73,,1,96,良,56,aqi_redisspider,20,2018-11-28 17:27:24.683000,2016-01-30,98,26
39,,1.2,70,良,119,aqi_redisspider,16,2018-11-28 17:27:24.977000,2014-07-30,66,21
81,,0.9,116,轻度污染,96,aqi_redisspider,36,2018-11-28 17:27:24.985000,2015-10-31,108,44
63,,1,80,良,53,aqi_redisspider,20,2018-11-28 17:27:24.989000,2016-01-31,85,33
82,,1.9,131,轻度污染,130,aqi_redisspider,19,2018-11-28 17:27:25.089000,2014-07-31,109,37
pm2_5,city,co,pm10,level,o3,spider,so2,crawl_time,date,aqi,no2
108,,2.6,0,轻度污染,55,aqi_redisspider,103,2018-11-28 17:39:04.653000,2014-03-01,142,57
168,,2.4,247,重度污染,27,aqi_redisspider,116,2018-11-28 17:39:04.654000,2014-03-02,218,71
80,,2.1,152,轻度污染,133,aqi_redisspider,56,2018-11-28 17:39:11.879000,2014-04-01,107,53
62,,1.7,118,良,80,aqi_redisspider,60,2018-11-28 17:39:11.880000,2014-04-02,84,44
117,,2,309,中度污染,108,aqi_redisspider,52,2018-11-28 17:39:11.988000,2014-05-01,180,66
74,,1.9,125,轻度污染,165,aqi_redisspider,58,2018-11-28 17:39:12.019000,2014-06-01,105,45
56,,1.4,131,良,94,aqi_redisspider,41,2018-11-28 17:39:11.881000,2014-04-03,91,43
30,,1.3,58,良,120,aqi_redisspider,31,2018-11-28 17:39:12.020000,2014-06-02,67,28
95,,1.6,121,轻度污染,78,aqi_redisspider,60,2018-11-28 17:39:12.527000,2014-03-03,125,40
95,,1.5,186,轻度污染,133,aqi_redisspider,24,2018-11-28 17:39:12.549000,2014-07-01,125,34
105,,2.1,189,轻度污染,77,aqi_redisspider,68,2018-11-28 17:39:12.566000,2014-04-04,138,61
55,,1.4,259,中度污染,84,aqi_redisspider,43,2018-11-28 17:39:12.569000,2014-04-05,155,35
66,,1.8,137,良,91,aqi_redisspider,61,2018-11-28 17:39:12.572000,2014-04-06,94,44
85,,1.9,166,轻度污染,81,aqi_redisspider,61,2018-11-28 17:39:12.576000,2014-04-07,113,57
29,,1,120,良,88,aqi_redisspider,39,2018-11-28 17:39:12.580000,2014-05-02,85,37
52,,1,201,轻度污染,82,aqi_redisspider,65,2018-11-28 17:39:12.581000,2014-05-03,126,56
37,,0.6,127,良,80,aqi_redisspider,22,2018-11-28 17:39:12.594000,2014-05-04,89,30
61,,2,120,轻度污染,170,aqi_redisspider,48,2018-11-28 17:39:12.604000,2014-06-04,110,46
88,,2.9,146,轻度污染,184,aqi_redisspider,64,2018-11-28 17:39:12.605000,2014-06-05,122,47
44,,2,70,良,159,aqi_redisspider,42,2018-11-28 17:39:12.599000,2014-06-03,100,42
101,,2.1,144,轻度污染,58,aqi_redisspider,65,2018-11-28 17:39:12.757000,2014-03-04,133,48
74,,2.2,113,良,36,aqi_redisspider,88,2018-11-28 17:39:12.758000,2014-03-05,99,54
94,,2,162,轻度污染,53,aqi_redisspider,110,2018-11-28 17:39:12.798000,2014-03-06,124,60
82,,1.4,122,轻度污染,164,aqi_redisspider,19,2018-11-28 17:39:12.819000,2014-07-02,109,26
74,,1.3,143,良,142,aqi_redisspider,18,2018-11-28 17:39:12.853000,2014-07-03,99,26
36,,0.6,110,良,119,aqi_redisspider,17,2018-11-28 17:39:12.875000,2015-10-01,80,33
140,,1.1,188,中度污染,117,aqi_redisspider,36,2018-11-28 17:39:12.900000,2015-11-01,186,58
173,,2.1,212,重度污染,30,aqi_redisspider,31,2018-11-28 17:39:12.919000,2015-12-01,223,55
86,,1.5,108,轻度污染,45,aqi_redisspider,28,2018-11-28 17:39:12.932000,2016-01-01,114,34
130,,2.7,210,中度污染,141,aqi_redisspider,58,2018-11-28 17:39:12.934000,2014-04-08,172,54
149,,2.4,227,中度污染,194,aqi_redisspider,44,2018-11-28 17:39:12.948000,2014-04-09,199,44
107,,1.3,128,轻度污染,44,aqi_redisspider,30,2018-11-28 17:39:12.957000,2016-02-01,140,38
53,,0.8,150,良,95,aqi_redisspider,41,2018-11-28 17:39:12.965000,2014-05-05,100,50
122,,1.4,149,中度污染,81,aqi_redisspider,28,2018-11-28 17:39:12.965000,2016-02-02,160,40
62,,1.2,164,轻度污染,106,aqi_redisspider,33,2018-11-28 17:39:12.968000,2014-05-06,107,42
72,,1.4,134,良,126,aqi_redisspider,36,2018-11-28 17:39:12.969000,2014-05-07,97,54
66,,1.2,110,良,125,aqi_redisspider,41,2018-11-28 17:39:12.970000,2014-05-08,89,44
76,,1.3,113,轻度污染,139,aqi_redisspider,27,2018-11-28 17:39:12.971000,2014-05-09,102,36
55,,1.6,0,良,66,aqi_redisspider,27,2018-11-28 17:39:12.983000,2014-05-10,75,46
90,,2,160,轻度污染,203,aqi_redisspider,39,2018-11-28 17:39:12.986000,2014-06-06,140,44
53,,1.3,0,良,158,aqi_redisspider,28,2018-11-28 17:39:12.988000,2014-06-07,99,37
60,,1.2,169,轻度污染,204,aqi_redisspider,57,2018-11-28 17:39:13.006000,2014-06-08,140,44
102,,2.6,170,轻度污染,60,aqi_redisspider,74,2018-11-28 17:39:13.263000,2014-03-07,134,49
106,,2,148,轻度污染,65,aqi_redisspider,85,2018-11-28 17:39:13.265000,2014-03-08,139,58
164,,3.4,248,重度污染,75,aqi_redisspider,117,2018-11-28 17:39:13.290000,2014-03-09,214,74
135,,1.3,191,中度污染,194,aqi_redisspider,28,2018-11-28 17:39:13.295000,2014-07-07,179,37
92,,1.2,148,轻度污染,176,aqi_redisspider,33,2018-11-28 17:39:13.297000,2014-07-08,122,36
90,,1,193,轻度污染,136,aqi_redisspider,22,2018-11-28 17:39:13.303000,2015-10-02,122,41
42,,1.1,0,良,136,aqi_redisspider,20,2018-11-28 17:39:13.292000,2014-07-04,80,22
104,,1.6,0,轻度污染,151,aqi_redisspider,0,2018-11-28 17:39:13.294000,2014-07-05,137,31
186,,1.6,245,重度污染,190,aqi_redisspider,26,2018-11-28 17:39:13.294000,2014-07-06,236,40
80,,0.9,130,轻度污染,106,aqi_redisspider,28,2018-11-28 17:39:13.310000,2015-10-04,107,34
72,,0.9,104,良,126,aqi_redisspider,22,2018-11-28 17:39:13.311000,2015-10-05,97,28
64,,1,90,良,107,aqi_redisspider,25,2018-11-28 17:39:13.315000,2015-10-06,87,32
77,,0.9,157,轻度污染,137,aqi_redisspider,23,2018-11-28 17:39:13.304000,2015-10-03,104,35
124,,1.1,189,中度污染,97,aqi_redisspider,35,2018-11-28 17:39:13.320000,2015-11-02,163,58
88,,1.3,142,轻度污染,53,aqi_redisspider,28,2018-11-28 17:39:13.348000,2015-12-02,117,36
44,,0.7,95,良,62,aqi_redisspider,27,2018-11-28 17:39:13.351000,2015-12-03,73,23
134,,1.4,158,中度污染,74,aqi_redisspider,42,2018-11-28 17:39:13.354000,2015-12-07,178,54
165,,1.4,199,重度污染,73,aqi_redisspider,36,2018-11-28 17:39:13.353000,2015-12-06,215,52
130,,1.3,162,中度污染,73,aqi_redisspider,36,2018-11-28 17:39:13.352000,2015-12-04,172,43
238,,1.9,278,重度污染,46,aqi_redisspider,48,2018-11-28 17:39:13.353000,2015-12-05,288,53
74,,1.1,92,良,69,aqi_redisspider,41,2018-11-28 17:39:13.359000,2015-12-08,99,45
114,,1.4,149,轻度污染,61,aqi_redisspider,29,2018-11-28 17:39:13.362000,2016-01-02,149,36
34,,0.5,49,优,46,aqi_redisspider,18,2018-11-28 17:39:13.366000,2016-01-05,49,20
163,,1.7,204,重度污染,64,aqi_redisspider,26,2018-11-28 17:39:13.364000,2016-01-03,213,40
236,,1.9,263,重度污染,44,aqi_redisspider,20,2018-11-28 17:39:13.365000,2016-01-04,286,29
42,,0.6,66,良,40,aqi_redisspider,21,2018-11-28 17:39:13.369000,2016-01-06,59,21
80,,1,91,轻度污染,46,aqi_redisspider,24,2018-11-28 17:39:13.370000,2016-01-07,107,20
63,,2.3,120,良,54,aqi_redisspider,55,2018-11-28 17:39:13.372000,2014-04-11,85,62
96,,1.8,204,轻度污染,68,aqi_redisspider,54,2018-11-28 17:39:13.371000,2014-04-10,127,47
106,,3.3,138,轻度污染,58,aqi_redisspider,71,2018-11-28 17:39:13.374000,2014-04-12,139,72
103,,2.4,0,轻度污染,142,aqi_redisspider,40,2018-11-28 17:39:13.390000,2014-04-13,135,49
97,,1.2,122,轻度污染,98,aqi_redisspider,26,2018-11-28 17:39:13.392000,2016-02-03,128,46
54,,0.9,87,良,90,aqi_redisspider,23,2018-11-28 17:39:13.396000,2016-02-06,74,22
51,,0.7,91,良,75,aqi_redisspider,24,2018-11-28 17:39:13.397000,2016-02-07,71,18
97,,0.8,142,轻度污染,86,aqi_redisspider,32,2018-11-28 17:39:13.400000,2016-02-08,128,22
105,,1,128,轻度污染,93,aqi_redisspider,26,2018-11-28 17:39:13.401000,2016-02-09,138,30
55,,1.8,0,良,90,aqi_redisspider,44,2018-11-28 17:39:13.414000,2014-05-11,75,45
71,,1.6,129,良,119,aqi_redisspider,38,2018-11-28 17:39:13.417000,2014-05-12,95,57
80,,1.7,133,轻度污染,93,aqi_redisspider,64,2018-11-28 17:39:13.420000,2014-05-13,107,73
118,,1.5,142,中度污染,101,aqi_redisspider,41,2018-11-28 17:39:13.394000,2016-02-04,155,71
56,,1.4,178,轻度污染,128,aqi_redisspider,54,2018-11-28 17:39:13.426000,2014-06-09,114,0
132,,1.6,165,中度污染,116,aqi_redisspider,34,2018-11-28 17:39:13.395000,2016-02-05,175,50
195,,1.7,340,重度污染,184,aqi_redisspider,33,2018-11-28 17:39:13.431000,2014-06-10,245,0
84,,0,0,轻度污染,0,aqi_redisspider,0,2018-11-28 17:39:13.446000,2014-06-11,112,0
140,,2.4,201,中度污染,109,aqi_redisspider,127,2018-11-28 17:39:13.688000,2014-03-10,186,60
63,,1.9,112,良,97,aqi_redisspider,50,2018-11-28 17:39:13.692000,2014-03-11,85,40
85,,2.5,248,轻度污染,47,aqi_redisspider,78,2018-11-28 17:39:13.693000,2014-03-12,149,50
65,,2.6,102,良,65,aqi_redisspider,77,2018-11-28 17:39:13.694000,2014-03-13,88,49
49,,2.5,150,良,70,aqi_redisspider,80,2018-11-28 17:39:13.696000,2014-03-14,100,49
79,,2.4,225,轻度污染,64,aqi_redisspider,108,2018-11-28 17:39:13.700000,2014-03-15,138,72
77,,1.8,116,轻度污染,78,aqi_redisspider,53,2018-11-28 17:39:13.701000,2014-07-09,103,53
61,,1.8,115,良,101,aqi_redisspider,23,2018-11-28 17:39:13.703000,2014-07-10,83,44
91,,1.7,202,轻度污染,156,aqi_redisspider,27,2018-11-28 17:39:13.706000,2014-07-11,126,51
72,,2.5,200,轻度污染,160,aqi_redisspider,65,2018-11-28 17:39:13.708000,2014-07-12,125,70
48,,1.6,142,轻度污染,162,aqi_redisspider,54,2018-11-28 17:39:13.710000,2014-07-13,102,50
32,,0.6,47,良,104,aqi_redisspider,16,2018-11-28 17:39:13.712000,2015-10-08,54,25
22,,0.6,27,优,88,aqi_redisspider,19,2018-11-28 17:39:13.712000,2015-10-07,44,24
88,,0.9,117,轻度污染,120,aqi_redisspider,35,2018-11-28 17:39:13.729000,2015-11-03,117,35
